context_id,group,terrain,seed,beta_name,pareto_nondominated,support_class,max_margin,beta_hat_motion,beta_hat_stability,beta_hat_energy,beta_gen_motion,beta_gen_stability,beta_gen_energy,original_beta_selected_cost,original_beta_best_cost,original_beta_regret,original_beta_consistent
flat_train:flat:27105,flat_train,flat,27105,stability,True,strict,0.005668155487586923,0.0,-0.0,1.0,0.15,0.7,0.15,0.11807860984988067,0.11807860984988067,0.0,True
flat_train:flat:27105,flat_train,flat,27105,energy,True,unsupported,-0.00012552699990610826,0.0,0.9784466474364586,0.02155335256354139,0.15,0.15,0.7,0.4039656764653006,0.40030011856663983,0.0036655578986607984,False
flat_train:flat:27106,flat_train,flat,27106,balanced,True,unsupported,-9.149186264981418e-05,0.031236763149330073,0.9282415340528823,0.040521702797787613,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25076313907308556,0.24951687501722047,0.0012462640558650873,False
flat_train:flat:27106,flat_train,flat,27106,motion,True,strict,0.0042799461402785455,1.0,-0.0,0.0,0.7,0.15,0.15,0.2225698097062359,0.2225698097062359,0.0,True
flat_train:flat:27106,flat_train,flat,27106,stability,True,strict,0.0006577768295693565,0.0,-0.0,1.0,0.15,0.7,0.15,0.11878013781661068,0.1186160666811519,0.00016407113545877094,False
flat_train:flat:27106,flat_train,flat,27106,energy,True,strict,0.0008778525410707276,0.5959653414450679,0.0,0.40403465855493215,0.15,0.15,0.7,0.4040480123294293,0.4038700293608743,0.00017798296855497941,False
flat_train:flat:27107,flat_train,flat,27107,balanced,True,unsupported,-8.313137405519684e-05,0.0,0.9855837961437673,0.014416203856232516,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25120420271593974,0.2491221246181783,0.002082078097761453,False
flat_train:flat:27107,flat_train,flat,27107,motion,True,strict,0.005525954542432404,1.0,-0.0,0.0,0.7,0.15,0.15,0.22123361750563275,0.22123361750563275,0.0,True
flat_train:flat:27107,flat_train,flat,27107,stability,True,strict,0.006308471143659844,0.0,-0.0,1.0,0.15,0.7,0.15,0.11839003469789688,0.11839003469789688,0.0,True
flat_train:flat:27107,flat_train,flat,27107,energy,True,unsupported,-0.00017197706171274561,0.0,0.9855837961437673,0.014416203856232516,0.15,0.15,0.7,0.40618087472132214,0.40208588665745637,0.004094988063865768,False
